Topic: test-topic-0000000-1000-5FPR4wg  TopicId: GqXYichCSZOEPoLD--xQrA PartitionCount: 1000    ReplicationFactor: 3    Configs: min.insync.replicas=2,retention.ms=86400000,message.format.version=3.0-IV1,unclean.leader.election.enable=true
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 882  Leader: 6       Replicas: 6,13,9        Isr: 6,13,9
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 883  Leader: 7       Replicas: 7,12,4        Isr: 7,12,4
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 884  Leader: 14      Replicas: 14,11,5       Isr: 14,11,5
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 885  Leader: 6       Replicas: 6,10,12       Isr: 6,10,12
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 886  Leader: 3       Replicas: 3,2,4 Isr: 3,2,4
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 887  Leader: 14      Replicas: 14,15,7       Isr: 14,15,7
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 888  Leader: 11      Replicas: 11,5,8        Isr: 11,5,8
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 889  Leader: 13      Replicas: 13,9,1        Isr: 13,9,1
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 890  Leader: 12      Replicas: 12,6,10       Isr: 12,6,10
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 891  Leader: 4       Replicas: 4,3,2 Isr: 4,3,2
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 892  Leader: 7       Replicas: 7,14,15       Isr: 7,14,15
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 893  Leader: 8       Replicas: 8,11,5        Isr: 8,11,5
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 894  Leader: 1       Replicas: 1,13,9        Isr: 1,13,9
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 895  Leader: 10      Replicas: 10,12,6       Isr: 10,12,6
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 896  Leader: 2       Replicas: 2,4,3 Isr: 2,4,3
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 897  Leader: 15      Replicas: 15,7,14       Isr: 15,7,14
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 898  Leader: 5       Replicas: 5,8,11        Isr: 5,8,11
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 899  Leader: 9       Replicas: 9,1,13        Isr: 9,1,13
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 900  Leader: 10      Replicas: 10,1,2        Isr: 10,1,2
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 901  Leader: 15      Replicas: 15,9,13       Isr: 15,9,13
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 902  Leader: 8       Replicas: 8,7,6 Isr: 8,7,6
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 903  Leader: 3       Replicas: 3,4,14        Isr: 3,4,14
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 904  Leader: 11      Replicas: 11,12,5       Isr: 11,12,5
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 905  Leader: 2       Replicas: 2,10,1        Isr: 2,10,1
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 906  Leader: 13      Replicas: 13,15,9       Isr: 13,15,9
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 907  Leader: 6       Replicas: 6,8,7 Isr: 6,8,7
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 908  Leader: 14      Replicas: 14,3,4        Isr: 14,3,4
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 909  Leader: 5       Replicas: 5,11,12       Isr: 5,11,12
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 910  Leader: 1       Replicas: 1,2,10        Isr: 1,2,10
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 911  Leader: 9       Replicas: 9,13,15       Isr: 9,13,15
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 912  Leader: 7       Replicas: 7,6,8 Isr: 7,6,8
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 913  Leader: 4       Replicas: 4,14,3        Isr: 4,14,3
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 914  Leader: 12      Replicas: 12,5,11       Isr: 12,5,11
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 915  Leader: 9       Replicas: 9,10,1        Isr: 9,10,1
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 916  Leader: 5       Replicas: 5,15,8        Isr: 5,15,8
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 917  Leader: 11      Replicas: 11,12,13      Isr: 11,12,13
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 918  Leader: 2       Replicas: 2,3,6 Isr: 2,3,6
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 919  Leader: 7       Replicas: 7,4,14        Isr: 7,4,14
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 920  Leader: 1       Replicas: 1,9,10        Isr: 1,9,10
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 921  Leader: 8       Replicas: 8,5,15        Isr: 8,5,15
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 922  Leader: 13      Replicas: 13,11,12      Isr: 13,11,12
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 923  Leader: 6       Replicas: 6,2,3 Isr: 6,2,3
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 924  Leader: 14      Replicas: 14,7,4        Isr: 14,7,4
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 925  Leader: 10      Replicas: 10,1,9        Isr: 10,1,9
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 926  Leader: 15      Replicas: 15,8,5        Isr: 15,8,5
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 927  Leader: 12      Replicas: 12,13,11      Isr: 12,13,11
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 928  Leader: 3       Replicas: 3,6,2 Isr: 3,6,2
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 929  Leader: 4       Replicas: 4,14,7        Isr: 4,14,7
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 930  Leader: 9       Replicas: 9,5,4 Isr: 9,5,4
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 931  Leader: 3       Replicas: 3,1,2 Isr: 3,1,2
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 932  Leader: 11      Replicas: 11,12,13      Isr: 11,12,13
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 933  Leader: 8       Replicas: 8,10,15       Isr: 8,10,15
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 934  Leader: 7       Replicas: 7,6,14        Isr: 7,6,14
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 935  Leader: 4       Replicas: 4,9,5 Isr: 4,9,5
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 936  Leader: 2       Replicas: 2,3,1 Isr: 2,3,1
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 937  Leader: 13      Replicas: 13,11,12      Isr: 13,11,12
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 938  Leader: 15      Replicas: 15,8,10       Isr: 15,8,10
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 939  Leader: 14      Replicas: 14,7,6        Isr: 14,7,6
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 940  Leader: 5       Replicas: 5,4,9 Isr: 5,4,9
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 941  Leader: 1       Replicas: 1,2,3 Isr: 1,2,3
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 942  Leader: 12      Replicas: 12,13,11      Isr: 12,13,11
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 943  Leader: 10      Replicas: 10,15,8       Isr: 10,15,8
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 944  Leader: 6       Replicas: 6,14,7        Isr: 6,14,7
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 945  Leader: 5       Replicas: 5,11,12       Isr: 5,11,12
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 946  Leader: 4       Replicas: 4,14,13       Isr: 4,14,13
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 947  Leader: 8       Replicas: 8,10,15       Isr: 8,10,15
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 948  Leader: 7       Replicas: 7,1,9 Isr: 7,1,9
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 949  Leader: 6       Replicas: 6,2,3 Isr: 6,2,3
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 950  Leader: 12      Replicas: 12,5,11       Isr: 12,5,11
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 951  Leader: 13      Replicas: 13,4,14       Isr: 13,4,14
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 952  Leader: 15      Replicas: 15,8,10       Isr: 15,8,10
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 953  Leader: 9       Replicas: 9,7,1 Isr: 9,7,1
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 954  Leader: 3       Replicas: 3,6,2 Isr: 3,6,2
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 955  Leader: 11      Replicas: 11,12,5       Isr: 11,12,5
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 956  Leader: 14      Replicas: 14,13,4       Isr: 14,13,4
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 957  Leader: 10      Replicas: 10,15,8       Isr: 10,15,8
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 958  Leader: 1       Replicas: 1,9,7 Isr: 1,9,7
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 959  Leader: 2       Replicas: 2,3,6 Isr: 2,3,6
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 960  Leader: 13      Replicas: 13,11,8       Isr: 13,11,8
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 961  Leader: 15      Replicas: 15,12,5       Isr: 15,12,5
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 962  Leader: 9       Replicas: 9,7,1 Isr: 9,7,1
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 963  Leader: 3       Replicas: 3,4,2 Isr: 3,4,2
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 964  Leader: 6       Replicas: 6,14,10       Isr: 6,14,10
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 965  Leader: 8       Replicas: 8,13,11       Isr: 8,13,11
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 966  Leader: 5       Replicas: 5,15,12       Isr: 5,15,12
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 967  Leader: 1       Replicas: 1,9,7 Isr: 1,9,7
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 968  Leader: 2       Replicas: 2,3,4 Isr: 2,3,4
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 969  Leader: 10      Replicas: 10,6,14       Isr: 10,6,14
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 970  Leader: 11      Replicas: 11,8,13       Isr: 11,8,13
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 971  Leader: 12      Replicas: 12,5,15       Isr: 12,5,15
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 972  Leader: 7       Replicas: 7,1,9 Isr: 7,1,9
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 973  Leader: 4       Replicas: 4,2,3 Isr: 4,2,3
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 974  Leader: 14      Replicas: 14,10,6       Isr: 14,10,6
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 975  Leader: 1       Replicas: 1,10,14       Isr: 1,10,14
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 976  Leader: 13      Replicas: 13,2,6        Isr: 13,2,6
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 977  Leader: 9       Replicas: 9,4,5 Isr: 9,4,5
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 978  Leader: 11      Replicas: 11,3,8        Isr: 11,3,8
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 979  Leader: 7       Replicas: 7,12,15       Isr: 7,12,15
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 980  Leader: 14      Replicas: 14,1,10       Isr: 14,1,10
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 981  Leader: 6       Replicas: 6,13,2        Isr: 6,13,2
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 982  Leader: 5       Replicas: 5,9,4 Isr: 5,9,4
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 983  Leader: 8       Replicas: 8,11,3        Isr: 8,11,3
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 984  Leader: 15      Replicas: 15,7,12       Isr: 15,7,12
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 985  Leader: 10      Replicas: 10,14,1       Isr: 10,14,1
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 986  Leader: 2       Replicas: 2,6,13        Isr: 2,6,13
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 987  Leader: 4       Replicas: 4,5,9 Isr: 4,5,9
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 988  Leader: 3       Replicas: 3,8,11        Isr: 3,8,11
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 989  Leader: 12      Replicas: 12,15,7       Isr: 12,15,7
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 990  Leader: 8       Replicas: 8,4,7 Isr: 8,4,7
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 991  Leader: 11      Replicas: 11,3,2        Isr: 11,3,2
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 992  Leader: 13      Replicas: 13,14,6       Isr: 13,14,6
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 993  Leader: 12      Replicas: 12,15,10      Isr: 12,15,10
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 994  Leader: 1       Replicas: 1,5,9 Isr: 1,5,9
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 995  Leader: 7       Replicas: 7,8,4 Isr: 7,8,4
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 996  Leader: 2       Replicas: 2,11,3        Isr: 2,11,3
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 997  Leader: 6       Replicas: 6,13,14       Isr: 6,13,14
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 998  Leader: 10      Replicas: 10,12,15      Isr: 10,12,15
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 999  Leader: 9       Replicas: 9,1,5 Isr: 9,1,5
